ticker,company,sector,cik,in_sp500,in_nasdaq,in_fortune500,quarters
QH,Quhuo Limited,,0001781193,False,True,False,6
QSEA,Quartzsea Acquisition Corporation,,0002047455,False,True,False,6
RAYA,Erayak Power Solution Group Inc.,,0001825875,False,True,False,6
RDCM,Radcom Ltd.,,0001016838,False,True,False,6
RDGT,"Ridgetech, Inc.",,0001856084,False,True,False,6
RDWR,Radware Ltd.,,0001094366,False,True,False,6
RETO,"ReTo Eco-Solutions, Inc.",,0001687277,False,True,False,6
SBLK,Star Bulk Carriers Corp.,,0001386716,False,True,False,6
SDA,SunCar Technology Group Inc.,,0001936804,False,True,False,6
SDHI,Siddhi Acquisition Corp,,0002034037,False,True,False,6
SEED,Origin Agritech Limited,,0001321851,False,True,False,6
SFWL,Shengfeng Development Limited,,0001863218,False,True,False,6
SHIP,Seanergy Maritime Holdings Corp.,,0001448397,False,True,False,6
SILC,Silicom Ltd,,0000916793,False,True,False,6
SJ,Scienjoy Holding Corporation,,0001753673,False,True,False,6
SLGL,Sol-Gel Technologies Ltd.,,0001684693,False,True,False,6
SNTG,Sentage Holdings Inc.,,0001810467,False,True,False,6
SPCB,"SuperCom, Ltd.",,0001291855,False,True,False,6
SPEG,Silver Pegasus Acquisition Corp,,0002028735,False,True,False,6
SVA,"Sinovac Biotech, Ltd.",,0001084201,False,True,False,6
SVCC,Stellar V Capital Corp.,,0002033593,False,True,False,6
SXTC,"China SXT Pharmaceuticals, Inc.",,0001723980,False,True,False,6
SY,So-Young International Inc.,,0001758530,False,True,False,6
SZZL,Sizzle Acquisition Corp. II,,0002030663,False,True,False,6
TANH,Tantech Holdings Ltd.,,0001588084,False,True,False,6
TAOP,Taoping Inc.,,0001552670,False,True,False,6
THCH,TH International Limited,,0001877333,False,True,False,6
TOP,TOP Financial Group Limited,,0001848275,False,True,False,6
TROO,"TROOPS, Inc.",,0001412095,False,True,False,6
TSEM,Tower Semiconductor Ltd.,,0000928876,False,True,False,6
TVAI,Thayer Ventures Acquisition Corporation II,,0001872228,False,True,False,6
UK,Ucommune International Ltd,,0001821424,False,True,False,6
UPC,Universe Pharmaceuticals Inc,,0001809616,False,True,False,6
UTSI,UTStarcom Holdings Corp,,0001030471,False,True,False,6
WAFU,Wah Fu Education Group Limited,,0001716770,False,True,False,6
WIMI,WiMi Hologram Cloud Inc.,,0001770088,False,True,False,6
WIX,Wix.com Ltd.,,0001576789,False,True,False,6
WLDS,Wearable Devices Ltd.,,0001887673,False,True,False,6
WNW,Meiwu Technology Company Limited,,0001787803,False,True,False,6
WPRT,Westport Fuel Systems Inc,,0001370416,False,True,False,6
WTG,Wintergreen Acquisition Corp.,,0002053927,False,True,False,6
XRPN,Armada Acquisition Corp. II,,0002044009,False,True,False,6
YDKG,Yueda Digital Holding,,0001413745,False,True,False,6
YJ,Yunji Inc.,,0001759614,False,True,False,6
ZCMD,Zhongchao Inc.,,0001785566,False,True,False,6
ZKIN,"ZK International Group Co., Ltd",,0001687451,False,True,False,6
ABTS,Abits Group Inc,,0001864055,False,True,False,7
AIRO,"AIRO Group Holdings, Inc.",,0001927958,False,True,False,7
ALF,Centurion Acquisition Corp.,,0002010930,False,True,False,7
AVBH,"Avidbank Holdings, Inc.",,0001443575,False,True,False,7
CAMT,Camtek Ltd.,,0001109138,False,True,False,7
CD,Chaince Digital Holdings Inc.,,0001527762,False,True,False,7
CEPV,"Cantor Equity Partners V, Inc.",,0002034266,False,True,False,7
CHAR,Charlton Aria Acquisition Corporation,,0002024459,False,True,False,7
CHPG,ChampionsGate Acquisition Corporation,,0002024460,False,True,False,7
COLA,Columbus Acquisition Corp,,0002028201,False,True,False,7
CUB,Lionheart Holdings,,0002015955,False,True,False,7
DAIC,"CID HoldCo, Inc.",,0002033770,False,True,False,7
FVN,Future Vision II Acquisition Corporation,,0002010653,False,True,False,7
GLIBA,Liberty Capital Corporation,,0002057463,False,True,False,7
GLIBK,Liberty Capital Corporation,,0002057463,False,True,False,7
GSRF,GSR IV Acquisition Corp.,,0002072404,False,True,False,7
IMSR,Terrestrial Energy Inc.,,0002019804,False,True,False,7
JZXN,"Jiuzi Holdings, Inc.",,0001816172,False,True,False,7
KG,"Kestrel Group, Ltd.",,0002055116,False,True,False,7
LKSP,Lake Superior Acquisition Corp.,,0002043508,False,True,False,7
LPAA,Launch One Acquisition Corp.,,0002015502,False,True,False,7
MACI,Melar Acquisition Corp. I,,0002016221,False,True,False,7
NBRG,Newbridge Acquisition Limited,,0001918414,False,True,False,7
NKLR,Terra Innovatum Global N.V.,,0002067627,False,True,False,7
RDAC,Rising Dragon Acquisition Corp.,,0002018145,False,True,False,7
RFAI,RF Acquisition Corp II,,0002012807,False,True,False,7
SAFX,"XCF Global, Inc.",,0002019793,False,True,False,7
SAIH,SAIHEAT Limited,,0001847075,False,True,False,7
SIMA,SIM Acquisition Corp. I,,0002014982,False,True,False,7
TAVI,Tavia Acquisition Corp.,,0002020385,False,True,False,7
VLOS,Velos Acquisition I Corp.,,0002016072,False,True,False,7
ALDF,Aldel Financial II Inc.,,0002031561,False,True,False,8
ALLT,Allot Ltd.,,0001365767,False,True,False,8
ASPC,A SPAC III Acquisition Corp.,,0001890361,False,True,False,8
CAI,"Caris Life Sciences, Inc.",,0002019410,False,True,False,8
CEPO,"Cantor Equity Partners I, Inc.",,0002027708,False,True,False,8
FRGT,"Freight Technologies, Inc.",,0001687542,False,True,False,8
FRNM,"Freenome, Inc.",,0002017526,False,True,False,8
JCAP,"Jefferson Capital, Inc.",,0002046042,False,True,False,8
SLDE,"Slide Insurance Holdings, Inc.",,0001886428,False,True,False,8
SOLS,Solstice Advanced Materials Inc.,,0002064953,False,True,False,8
TATT,TAT Technologies Ltd.,,0000808439,False,True,False,8
UNIT,Uniti Group Inc.,,0002020795,False,True,False,8
UYSC,UY Scuti Acquisition Corp.,,0002036973,False,True,False,8
VTIX,Virtuix Holdings Inc.,,0001606242,False,True,False,8
VWAV,"VisionWave Holdings, Inc.",,0002038439,False,True,False,8
AARD,"Aardvark Therapeutics, Inc.",,0001774857,False,True,False,9
ADGM,"Adagio Medical Holdings, Inc",,0002006986,False,True,False,9
ADVB,Advanced Biomed Inc.,,0001941029,False,True,False,9
AFJK,"Aimei Health Technology Co., Ltd",,0001979005,False,True,False,9
ARAI,Arrive AI Inc.,,0001818274,False,True,False,9
AVR,Anteris Technologies Global Corp.,,0002011514,False,True,False,9
CARL,"Carlsmed, Inc.",,0001794546,False,True,False,9
CURX,Curanex Pharmaceuticals Inc,,0002025942,False,True,False,9
CV,"CapsoVision, Inc.",,0001378325,False,True,False,9
ELWT,"Elauwit Connection, Inc.",,0002063863,False,True,False,9
ETS,Elite Express Holding Inc.,,0002053641,False,True,False,9
EUDA,Euda Health Holdings Limited,,0001847846,False,True,False,9
FUSE,Fusemachines Inc.,,0002033383,False,True,False,9
GBFH,GBank Financial Holdings Inc.,,0001791145,False,True,False,9
HIVE,HIVE Digital Technologies Ltd,,0001720424,False,True,False,9
IREN,IREN Limited,,0001878848,False,True,False,9
JFB,JFB Construction Holdings,,0002024306,False,True,False,9
KMTS,"Kestra Medical Technologies, Ltd.",,0001877184,False,True,False,9
LBRX,LB Pharmaceuticals Inc,,0001691082,False,True,False,9
LIMN,"Liminatus Pharma, Inc.",,0001971387,False,True,False,9
LSBK,"Lake Shore Bancorp, Inc.",,0002059653,False,True,False,9
MAZE,"Maze Therapeutics, Inc.",,0001842295,False,True,False,9
MBAI,Check-Cap Ltd.,,0001610590,False,True,False,9
MEDS,"DataMeds AI, Inc.",,0002030763,False,True,False,9
MMED,"MiniMed Group, Inc.",,0002062583,False,True,False,9
MPLT,"MapLight Therapeutics, Inc.",,0001770069,False,True,False,9
NOMA,NOMADAR Corp.,,0001994214,False,True,False,9
NTHI,"NeOnc Technologies Holdings, Inc.",,0001979414,False,True,False,9
REAX,"The Real Brokerage, Inc.",,0001862461,False,True,False,9
SEV,Aptera Motors Corp.,,0001786471,False,True,False,9
SION,"Sionna Therapeutics, Inc.",,0002036042,False,True,False,9
TACH,Titan Acquisition Corp.,,0002009183,False,True,False,9
VHUB,"VenHub Global, Inc.",,0001972234,False,True,False,9
WALD,Waldencast plc,,0001840199,False,True,False,9
WSBK,"Winchester Bancorp, Inc.",,0002047235,False,True,False,9
WYFI,"WhiteFiber, Inc.",,0002042022,False,True,False,9
YHNA,YHN Acquisition I Limited,,0002020987,False,True,False,9
AEBI,Aebi Schmidt Holding AG,,0002048519,False,True,False,10
ATHR,"Aether Holdings, Inc.",,0002026353,False,True,False,10
BBOT,"BridgeBio Oncology Therapeutics, Inc.",,0001869105,False,True,False,10
BKHA,Black Hawk Acquisition Corporation,,0002000775,False,True,False,10
BXBL,"BOXABL, Inc.",,0001906364,False,True,False,10
CAPS,Capstone Holding Corp.,,0000887151,False,True,False,10
CHYM,"Chime Financial, Inc.",,0001795586,False,True,False,10
CJMB,Callan JMB Inc.,,0002032545,False,True,False,10
CNTB,Connect Biopharma Holdings Limited,,0001835268,False,True,False,10
CRWV,"CoreWeave, Inc.",,0001769628,False,True,False,10
CSAI,"Cloudastructure, Inc.",,0001709628,False,True,False,10
FATN,"FatPipe, Inc.",,0001993400,False,True,False,10
FLY,Firefly Aerospace Inc.,,0001860160,False,True,False,10
GLOO,"Gloo Holdings, Inc.",,0002069785,False,True,False,10
GLXY,Galaxy Digital Inc.,,0001859392,False,True,False,10
GTEN,"Gores Holdings X, Inc.",,0001986817,False,True,False,10
HIT,"Health In Tech, Inc.",,0002019505,False,True,False,10
HODO,House of Doge Inc.,,0001903595,False,True,False,10
HTFL,"Heartflow, Inc.",,0001464521,False,True,False,10
IPST,"IP Strategy Holdings, Inc.",,0001788230,False,True,False,10
KIDZ,KIDZ AI Inc.,,0002022308,False,True,False,10
LGN,Legence Corp.,,0002052568,False,True,False,10
LHAI,Linkhome Holdings Inc.,,0002017758,False,True,False,10
MDCX,Medicus Pharma Ltd.,,0001997296,False,True,False,10
NAVN,"Navan, Inc.",,0001639723,False,True,False,10
NOEM,CO2 Energy Transition Corp.,,0001956648,False,True,False,10
NTSK,"Netskope, Inc.",,0002063196,False,True,False,10
NUAI,"New Era Energy & Digital, Inc.",,0002028336,False,True,False,10
OMDA,"Omada Health, Inc.",,0001611115,False,True,False,10
PAL,"Proficient Auto Logistics, Inc.",,0001998768,False,True,False,10
PROF,Profound Medical Corp.,,0001628808,False,True,False,10
PTRN,Pattern Group Inc.,,0001811935,False,True,False,10
RAIN,"Rain Enhancement Technologies Holdco, Inc.",,0002028293,False,True,False,10
SAIL,"SailPoint, Inc.",,0002030781,False,True,False,10
SSM,Sono Group N.V.,,0001840416,False,True,False,10
SUNS,"Sunrise Realty Trust, Inc.",,0002012706,False,True,False,10
TDAC,Translational Development Acquisition Corp.,,0001926599,False,True,False,10
VNOM,"Viper Energy, Inc.",,0002074176,False,True,False,10
XHLD,"TEN Holdings, Inc.",,0002030954,False,True,False,10
ACOG,Alpha Cognition Inc.,,0001655923,False,True,False,11
BBNX,"Beta Bionics, Inc.",,0001674632,False,True,False,11
BEAG,Bold Eagle Acquisition Corp.,,0001852207,False,True,False,11
CLMT,"Calumet, Inc",,0002013745,False,True,False,11
DDI,"DoubleDown Interactive Co., Ltd.",,0001799567,False,True,False,11
ENLV,Enlivex Ltd.,,0001596812,False,True,False,11
EU,enCore Energy Corp.,,0001500881,False,True,False,11
NEUP,Neuphoria Therapeutics Inc.,,0001191070,False,True,False,11
PUSA,Aureus Greenway Holdings Inc.,,0002009312,False,True,False,11
QETA,Quetta Acquisition Corporation,,0001978528,False,True,False,11
SFD,"Smithfield Foods, Inc.",,0000091388,False,True,False,11
SLN,Silence Therapeutics Plc,,0001479615,False,True,False,11
SLXN,Silexion Therapeutics Corp,,0002022416,False,True,False,11
SPAI,Safe Pro Group Inc.,,0002011208,False,True,False,11
USAR,"USA Rare Earth, Inc.",,0001970622,False,True,False,11
ANSC,Agriculture & Natural Solutions Acquisition Corporation,,0001854149,False,True,False,12
ARBE,Arbe Robotics Ltd.,,0001861841,False,True,False,12
BTBT,"Bit Digital, Inc.",,0001710350,False,True,False,12
BTCT,BTC Digital Ltd.,,0001796514,False,True,False,12
BTOC,Armlogi Holding Corp.,,0001972529,False,True,False,12
EURK,Eureka Acquisition Corp,,0002000410,False,True,False,12
FOXX,Foxx Development Holdings Inc.,,0002013807,False,True,False,12
HOLO,MicroCloud Hologram Inc.,,0001841209,False,True,False,12
HOVR,New Horizon Aircraft Ltd.,,0001930021,False,True,False,12
INDV,"Indivior Pharmaceuticals, Inc.",,0001625297,False,True,False,12
MWYN,"Marwynn Holdings, Inc.",,0002030522,False,True,False,12
NNE,Nano Nuclear Energy Inc.,,0001923891,False,True,False,12
TLN,Talen Energy Corporation,,0001622536,False,True,False,12
WBTN,WEBTOON Entertainment Inc.,,0001997859,False,True,False,12
ACTU,"Actuate Therapeutics, Inc.",,0001652935,False,True,False,13
ALMS,Alumis Inc.,,0001847367,False,True,False,13
AMCI,AMC Robotics Corporation,,0001937891,False,True,False,13
ARTV,"Artiva Biotherapeutics, Inc.",,0001817241,False,True,False,13
AVBP,"ArriVent BioPharma, Inc.",,0001868279,False,True,False,13
BCAX,Bicara Therapeutics Inc.,,0002023658,False,True,False,13
BCG,"Binah Capital Group, Inc.",,0001953984,False,True,False,13
BIOA,"BioAge Labs, Inc.",,0001709941,False,True,False,13
BOLD,"Boundless Bio, Inc.",,0001782303,False,True,False,13
CAMP,CAMP4 Therapeutics Corporation,,0001736730,False,True,False,13
CBLL,"CeriBell, Inc.",,0001861107,False,True,False,13
CGON,"CG Oncology, Inc.",,0001991792,False,True,False,13
EXOZ,eXoZymes Inc.,,0002010788,False,True,False,13
FBLA,"FB Bancorp, Inc.",,0002013639,False,True,False,13
FBYD,"Falcon's Beyond Global, Inc.",,0001937987,False,True,False,13
FDSB,"Fifth District Bancorp, Inc.",,0002012726,False,True,False,13
FLYE,"Fly-E Group, Inc.",,0001975940,False,True,False,13
FSHP,Flag Ship Acquisition Corp.,,0001850059,False,True,False,13
GPAT,GP-Act III Acquisition Corp.,,0001834526,False,True,False,13
GRAL,"GRAIL, Inc.",,0001699031,False,True,False,13
GUTS,"Fractyl Health, Inc.",,0001572616,False,True,False,13
INBX,"Inhibrx Biosciences, Inc.",,0002007919,False,True,False,13
INV,"Innventure, Inc.",,0002001557,False,True,False,13
IXHL,Incannex Healthcare Inc.,,0001873875,False,True,False,13
JUNS,"Jupiter Neurosciences, Inc.",,0001679628,False,True,False,13
KYTX,"Kyverna Therapeutics, Inc.",,0001994702,False,True,False,13
MBX,"MBX Biosciences, Inc.",,0001776111,False,True,False,13
MGX,"Metagenomi Therapeutics, Inc.",,0001785279,False,True,False,13
MLGO,"MicroAlgo, Inc.",,0001800392,False,True,False,13
NAKA,Nakamoto Inc.,,0001946573,False,True,False,13
RAPP,"Rapport Therapeutics, Inc.",,0002012593,False,True,False,13
SATL,Satellogic Inc.,,0001874315,False,True,False,13
SEPN,"Septerna, Inc.",,0001984086,False,True,False,13
SHOP,Shopify Inc.,,0001594805,False,True,False,13
SKYQ,Sky Quarry Inc.,,0001812447,False,True,False,13
SNYR,Synergy CHC Corp.,,0001562733,False,True,False,13
SVCO,"Silvaco Group, Inc.",,0001943289,False,True,False,13
TEM,"Tempus AI, Inc.",,0001717115,False,True,False,13
UCFI,CN Healthy Food Tech Group Corp.,,0001901203,False,True,False,13
UPB,"Upstream Bio, Inc.",,0002022626,False,True,False,13
WAY,Waystar Holding Corp.,,0001990354,False,True,False,13
ZBIO,"Zenas BioPharma, Inc.",,0001953926,False,True,False,13
ALAB,"Astera Labs, Inc.",,0001736297,False,True,False,14
CTNM,"Contineum Therapeutics, Inc.",,0001855175,False,True,False,14
DTSQ,DT Cloud Star Acquisition Corporation,,0002017950,False,True,False,14
ELAB,PMGC Holdings Inc.,,0001840563,False,True,False,14
GAME,"GameSquare Holdings, Inc.",,0001714562,False,True,False,14
IBAC,IB Acquisition Corp.,,0001998781,False,True,False,14
LINE,"Lineage, Inc.",,0001868159,False,True,False,14
LRHC,La Rosa Holdings Corp.,,0001879403,False,True,False,14
MAMO,Massimo Group,,0001952853,False,True,False,14
NAMS,NewAmsterdam Pharma Company N.V.,,0001936258,False,True,False,14
NEXM,NexMetals Mining Corp.,,0000795800,False,True,False,14
RENX,RenX Enterprises Corp.,,0001959023,False,True,False,14
RR,Richtech Robotics Inc.,,0001963685,False,True,False,14
SBET,"Sharplink, Inc.",,0001981535,False,True,False,14
SHIM,Shimmick Corporation,,0001887944,False,True,False,14
SMXT,Solarmax Technology Inc.,,0001519472,False,True,False,14
TELO,"Telomir Pharmaceuticals, Inc.",,0001971532,False,True,False,14
TTAN,"ServiceTitan, Inc.",,0001638826,False,True,False,14
TTGT,"TechTarget, Inc.",,0002018064,False,True,False,14
TWFG,"TWFG, Inc.",,0002007596,False,True,False,14
VS,Versus Systems Inc.,,0001701963,False,True,False,14
APGE,"Apogee Therapeutics, Inc.",,0001974640,False,True,False,15
BATRA,"Atlanta Braves Holdings, Inc.",,0001958140,False,True,False,15
BATRK,"Atlanta Braves Holdings, Inc.",,0001958140,False,True,False,15
BOF,BranchOut Food Inc.,,0001962481,False,True,False,15
BTSG,"BrightSpring Health Services, Inc.",,0001865782,False,True,False,15
BTSGU,"BrightSpring Health Services, Inc.",,0001865782,False,True,False,15
CURR,Currenc Group Inc.,,0001862935,False,True,False,15
CVKD,"Cadrenal Therapeutics, Inc.",,0001937993,False,True,False,15
ENGN,enGene Therapeutics Inc.,,0001980845,False,True,False,15
FBLG,"FibroBiologics, Inc.",,0001958777,False,True,False,15
GLMD,Galmed Pharmaceuticals Ltd.,,0001595353,False,True,False,15
INGM,Ingram Micro Holding Corp,,0001897762,False,False,True,15
INHD,Inno Holdings Inc.,,0001961847,False,True,False,15
INTS,"Intensity Therapeutics, Inc.",,0001567264,False,True,False,15
MDBH,"MDB Capital Holdings, LLC",,0001934642,False,True,False,15
NWTG,"Newton Golf Company, Inc.",,0001934245,False,True,False,15
SBC,SBC Medical Group Holdings Incorporated,,0001930313,False,True,False,15
AIRE,reAlpha Tech Corp.,,0001859199,False,True,False,16
AMIX,"Autonomix Medical, Inc.",,0001617867,False,True,False,16
CPBI,"Central Plains Bancshares, Inc.",,0001979332,False,True,False,16
CTOR,"Citius Oncology, Inc.",,0001851484,False,True,False,16
GCT,GigaCloud Technology Inc,,0001857816,False,True,False,16
GOAI,Eva Live Inc.,,0001983736,False,True,False,16
HUT,Hut 8 Corp.,,0001964789,False,True,False,16
ISPR,Ispire Technology Inc.,,0001948455,False,True,False,16
LIEN,"Chicago Atlantic BDC, Inc.",,0001843162,False,True,False,16
MSS,Maison Solutions Inc.,,0001892292,False,True,False,16
PFX,PhenixFIN Corporation,,0001490349,False,True,False,16
PODC,"PodcastOne, Inc.",,0001940177,False,True,False,16
SBGI,"Sinclair, Inc.",,0001971213,False,True,False,16
SRBK,"SR Bancorp, Inc.",,0001951276,False,True,False,16
SUIG,Sui Group Holdings Limited,,0001425355,False,True,False,16
ANNA,"AleAnna, Inc.",,0001845123,False,True,False,17
ASST,"Strive, Inc.",,0001920406,False,True,False,17
AUC,ATIF Holdings Limited,,0001755058,False,True,False,17
BAER,"Bridger Aerospace Group Holdings, Inc.",,0001941536,False,True,False,17
BCAL,California BanCorp,,0001795815,False,True,False,17
BFRG,"Bullfrog AI Holdings, Inc.",,0001829247,False,True,False,17
BVFL,"BV Financial, Inc.",,0001302387,False,True,False,17
BYSI,"BeyondSpring, Inc.",,0001677940,False,True,False,17
CDT,CDT Equity Inc.,,0001896212,False,True,False,17
CENN,Cenntro Inc.,,0001707919,False,True,False,17
COYA,"Coya Therapeutics, Inc.",,0001835022,False,True,False,17
CTNT,Cheetah Net Supply Chain Service Inc.,,0001951667,False,True,False,17
CWD,CaliberCos Inc.,,0001627282,False,True,False,17
CXAI,CXApp Inc.,,0001820875,False,True,False,17
DFDV,DeFi Development Corp.,,0001805526,False,True,False,17
DOX,Amdocs Limited,,0001062579,False,True,False,17
ELOX,"Eloxx Pharmaceuticals, Inc.",,0001035354,False,True,False,17
FLD,"Fold Holdings, Inc.",,0001889123,False,True,False,17
GENK,"GEN Restaurant Group, Inc.",,0001891856,False,True,False,17
GITS,"Global Interactive Technologies, Inc. Common Stock",,0001911545,False,True,False,17
GNLX,Genelux Corporation,,0001231457,False,True,False,17
GXAI,Gaxos.ai Inc.,,0001895618,False,True,False,17
IBEX,IBEX Limited,,0001720420,False,True,False,17
ICMB,"Investcorp Credit Management BDC, Inc.",,0001578348,False,True,False,17
KDK,"Kodiak AI, Inc.",,0001853138,False,True,False,17
LXEO,"Lexeo Therapeutics, Inc.",,0001907108,False,True,False,17
MGRX,"Mangoceuticals, Inc.",,0001938046,False,True,False,17
MIRA,"MIRA Pharmaceuticals, Inc.",,0001904286,False,True,False,17
MLYS,"Mineralys Therapeutics, Inc.",,0001933414,False,True,False,17
NBBK,"NB Bancorp, Inc.",,0001979330,False,True,False,17
NMRA,"Neumora Therapeutics, Inc.",,0001885522,False,True,False,17
NWE,"NorthWestern Energy Group, Inc.",,0001993004,False,True,False,17
OSRH,"OSR Health, Inc.",,0001840425,False,True,False,17
PFSA,"Profusa, Inc.",,0001859807,False,True,False,17
PGY,Pagaya Technologies Ltd.,,0001883085,False,True,False,17
QTI,"QT Imaging Holdings, Inc.",,0001844505,False,True,False,17
RDZN,"Roadzen, Inc.",,0001868640,False,True,False,17
SGMT,Sagimet Biosciences Inc.,,0001400118,False,True,False,17
SPKL,Spark I Acquisition Corp.,,0001884046,False,True,False,17
SXTP,"60 Degrees Pharmaceuticals, Inc.",,0001946563,False,True,False,17
TRNR,Interactive Strength Inc.,,0001785056,False,True,False,17
TRON,Tron Inc.,,0001956744,False,True,False,17
YHC,LQR House Inc.,,0001843165,False,True,False,17
